OriginRegion,DestinationRegion,EventName,ProjectName,IndustryCode,IndustryDescription,ImpactType,Output,Employment,WageAndSalaryEmployment,ProprietorEmployment,EmployeeCompensation,ProprietorIncome,TaxesOnProductionAndImports,OtherPropertyIncome,TagName
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,139,Paperboard container manufacturing,Total,"4,262.891232501",0.007098016,0.007081149,0.000016867,759.959957790,0.973325511,42.247550418,220.864900680,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,140,Paper bag and coated and treated paper manufacturing,Total,72.940371873,0.000148231,0.000147569,0.000000662,15.245954365,0.008011354,0.645754611,5.311320439,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,141,Stationery product manufacturing,Total,0.004147777,0.000000010,0.000000010,0.000000000,0.000657204,0.000000000,0.000039532,0.000075540,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,142,Sanitary paper product manufacturing,Total,4.611265266,0.000006393,0.000006393,0.000000000,0.219822010,0.000000000,0.057608462,0.187610267,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,143,All other converted paper product manufacturing,Total,53.104542533,0.000128896,0.000128642,0.000000254,10.006766377,0.014350624,0.508968479,4.514989068,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,144,Printing,Total,"3,174.512521952",0.016326797,0.014753188,0.001573609,"1,058.642061030",19.363111272,35.989248507,324.937799696,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,145,Support activities for printing,Total,37.733602881,0.000210699,0.000186446,0.000024253,19.600068202,0.564902118,0.305660487,4.027737825,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,147,Asphalt paving mixture and block manufacturing,Total,798.042489491,0.000687247,0.000665930,0.000021316,93.571791445,96.177861717,6.831753388,18.417549786,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,148,Asphalt shingle and coating materials manufacturing,Total,"1,390.415110497",0.000900027,0.000835699,0.000064328,141.883342422,211.069269882,23.546597689,224.461498589,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,149,Petroleum lubricating oil and grease manufacturing,Total,816.332662035,0.000676476,0.000662681,0.000013795,101.767686301,7.856388612,7.074366035,105.860012846,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,150,All other petroleum and coal products manufacturing,Total,238.839552475,0.000075964,0.000074841,0.000001123,9.337295545,163.672844683,1.232394977,17.108372651,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,152,Industrial gas manufacturing,Total,"1,100.077310621",0.000717797,0.000700025,0.000017772,99.951488560,1.130072379,16.625579378,141.724392540,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,153,Synthetic dye and pigment manufacturing,Total,39.369292916,0.000058190,0.000057856,0.000000335,4.734172115,0.010170382,0.532106331,3.654741544,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,154,Other basic inorganic chemical manufacturing,Total,43.078677859,0.000045899,0.000042681,0.000003218,5.655386374,0.032964457,0.602836041,7.989218281,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,155,Other basic organic chemical manufacturing,Total,68.015737368,0.000035014,0.000034874,0.000000141,3.303368369,0.022242397,0.859724121,5.999913502,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,156,Plastics material and resin manufacturing,Total,"1,277.152292054",0.000791879,0.000776528,0.000015351,118.018778238,0.096727860,15.780494411,134.781046517,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,161,Fertilizer mixing,Total,93.497255669,0.000123263,0.000123263,0.000000000,13.959565640,0.000000000,0.631105610,6.334598710,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,162,Pesticide and other agricultural chemical manufacturing,Total,158.580988024,0.000081796,0.000075466,0.000006330,13.499279517,0.026766117,1.908821874,36.141102355,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,163,Medicinal and botanical manufacturing,Total,0.525951952,0.000000803,0.000000794,0.000000009,0.074897697,0.000303298,0.005494587,0.060943035,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,164,Pharmaceutical preparation manufacturing,Total,873.388825216,0.000785819,0.000768838,0.000016982,105.494257112,0.420756930,25.536492610,198.628670765,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,165,In-vitro diagnostic substance manufacturing,Total,0.094168412,0.000000172,0.000000172,0.000000000,0.024818179,0.000000000,0.000944872,0.012950873,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,166,Biological product (except diagnostic) manufacturing,Total,0.125307692,0.000000104,0.000000102,0.000000002,0.023704891,0.000102164,0.001538881,0.041095687,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,167,Paint and coating manufacturing,Total,"2,140.523024757",0.002307519,0.002275398,0.000032120,267.749866473,1.135093786,25.380777081,360.905004665,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,168,Adhesive manufacturing,Total,111.128169986,0.000158720,0.000157729,0.000000992,13.626084157,0.014096398,1.266244018,13.456679536,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,169,Soap and other detergent manufacturing,Total,606.775126370,0.000471933,0.000456883,0.000015050,64.762212746,1.290301358,7.027877936,137.084612002,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,170,Polish and other sanitation good manufacturing,Total,16.794617594,0.000032027,0.000031605,0.000000422,2.819355424,0.020193130,0.258488915,3.572810245,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,171,Surface active agent manufacturing,Total,0.072088637,0.000000069,0.000000069,0.000000000,0.002302456,0.000000000,0.001346786,0.008537718,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,172,Toilet preparation manufacturing,Total,2.048260048,0.000002415,0.000002369,0.000000046,0.195506546,0.004160302,0.031528624,0.481025632,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,175,Custom compounding of purchased resins,Total,500.071472095,0.000717834,0.000708817,0.000009018,69.966954583,0.002271263,4.843245918,48.007160529,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,176,Photographic film and chemical manufacturing,Total,26.092502400,0.000040628,0.000040628,0.000000000,2.133348025,0.000000000,0.529877923,3.741326618,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,177,Other miscellaneous chemical product manufacturing,Total,59.007562768,0.000073457,0.000072933,0.000000524,8.994307707,0.014532403,0.735032921,7.293723865,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,178,Plastics packaging materials and unlaminated film and sheet manufacturing,Total,118.207287127,0.000227239,0.000224533,0.000002706,20.912998692,0.097168799,0.844118207,7.235232572,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,179,Unlaminated plastics profile shape manufacturing,Total,66.305643045,0.000118116,0.000117076,0.000001040,8.944309582,0.044162571,0.328850393,3.043361265,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,181,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",Total,48.302916397,0.000140408,0.000139445,0.000000963,9.419014255,0.120681821,0.333262154,3.959458662,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,182,Polystyrene foam product manufacturing,Total,273.761335427,0.000515640,0.000507695,0.000007945,51.818326412,0.360452314,1.685737243,16.457772976,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,183,Urethane and other foam product (except polystyrene) manufacturing,Total,266.857834893,0.000564516,0.000559709,0.000004807,39.092500700,0.401526569,1.904706227,17.229639420,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,184,Plastics bottle manufacturing,Total,7.016453673,0.000012179,0.000011989,0.000000190,1.629882192,0.006688991,0.038975757,0.610660241,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,185,Other plastics product manufacturing,Total,"2,274.025439483",0.006322033,0.006243673,0.000078360,506.235227104,4.092226356,15.075764016,114.069719587,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,187,Rubber and plastics hoses and belting manufacturing,Total,111.551902402,0.000300902,0.000295462,0.000005440,25.822281164,0.055714409,0.812665356,9.077729042,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,188,Other rubber product manufacturing,Total,7.824154718,0.000024185,0.000023792,0.000000394,1.859985503,0.011173267,0.059012680,0.353937225,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,189,"Pottery, ceramics, and plumbing fixture manufacturing",Total,15.946510391,0.000081561,0.000081561,0.000000000,1.739708311,0.000000000,0.238628474,0.861805916,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,190,"Brick, tile, and other structural clay product manufacturing",Total,221.230832385,0.000649700,0.000611364,0.000038336,51.517607942,1.958867011,2.756833933,39.665558455,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,191,Flat glass manufacturing,Total,2.079965705,0.000004982,0.000004792,0.000000190,0.371924106,0.004003519,0.025375059,0.449363310,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,194,Glass product manufacturing made of purchased glass,Total,117.062753580,0.000310516,0.000295071,0.000015445,25.588578281,0.335093542,0.938537682,13.943323671,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,195,Cement manufacturing,Total,94.928906878,0.000132846,0.000127460,0.000005386,13.407095869,1.159660407,1.113421154,25.043130003,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,197,Concrete block and brick manufacturing,Total,238.124492246,0.000590811,0.000572881,0.000017930,45.883559818,0.625695119,3.356788967,45.785767800,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,198,Concrete pipe manufacturing,Total,109.844025685,0.000265025,0.000259540,0.000005484,23.011929896,3.620900555,1.632551264,24.844007021,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,203,Cut stone and stone product manufacturing,Total,134.212793203,0.000644958,0.000634420,0.000010538,39.574144752,0.842030267,1.400235522,11.098150419,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,204,Ground or treated mineral and earth manufacturing,Total,94.463575266,0.000139279,0.000137178,0.000002100,8.775462553,22.049003146,0.923008591,10.185753362,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,206,Miscellaneous nonmetallic mineral products manufacturing,Total,262.138233167,0.000516926,0.000495784,0.000021142,46.358773373,0.596834019,3.407859038,57.580373761,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,207,Iron and steel mills and ferroalloy manufacturing,Total,676.152307027,0.000353864,0.000350013,0.000003850,43.571101330,9.964347720,7.838888123,11.391318655,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,208,"Iron, steel pipe and tube manufacturing from purchased steel",Total,43.762520372,0.000052198,0.000051964,0.000000234,4.413781909,0.002574120,0.411228714,0.570816101,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,209,Rolled steel shape manufacturing,Total,55.771538910,0.000045161,0.000044844,0.000000317,3.969466983,0.258247121,0.788598628,1.937320845,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,210,Steel wire drawing,Total,15.223014974,0.000023694,0.000023607,0.000000087,1.577218085,0.069106235,0.148881120,0.201202646,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,211,Alumina refining and primary aluminum production,Total,34.600228128,0.000046997,0.000046872,0.000000125,3.416878593,0.013619424,0.371545852,0.363375756,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,214,"Other aluminum rolling, drawing and extruding",Total,93.347208437,0.000170081,0.000169465,0.000000616,14.194108756,0.485341082,1.093684212,1.455148430,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,216,"Copper rolling, drawing, extruding and alloying",Total,14.794735764,0.000008544,0.000008544,0.000000000,0.603230437,0.000000000,0.145007696,0.142811540,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,217,"Nonferrous metal, except copper and aluminum, shaping",Total,4.751441503,0.000009800,0.000009715,0.000000084,0.943500493,0.011461287,0.051098701,0.087709681,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,219,Ferrous metal foundries,Total,7.359974923,0.000021681,0.000021616,0.000000065,1.470582294,0.111236363,0.087623983,0.122869286,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,220,Nonferrous metal foundries,Total,97.046194563,0.000346816,0.000344586,0.000002230,27.531841509,3.390276529,0.903016728,1.420666105,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,221,Custom roll forming,Total,1.260209413,0.000001697,0.000001645,0.000000052,0.175574169,0.003157625,0.009561642,0.128434822,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,222,"Metal crown, closure, and other metal stamping (except automotive)",Total,384.249591699,0.001211729,0.001179224,0.000032505,95.380394017,0.387965317,2.716879473,35.765112416,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,223,Iron and steel forging,Total,198.097850857,0.000468694,0.000456424,0.000012270,40.545858262,0.094883242,1.876129226,19.981895659,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,224,Nonferrous forging,Total,143.380196378,0.000376205,0.000369290,0.000006915,27.940189297,0.021664229,0.801734512,1.519601204,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,226,Handtool manufacturing,Total,86.239962354,0.000271230,0.000264851,0.000006379,20.767235538,0.052715337,0.800347383,8.348677039,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,227,Prefabricated metal buildings and components manufacturing,Total,"3,106.473232695",0.006284840,0.006117229,0.000167610,607.177173455,2.411844804,28.452450892,194.215202729,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,228,Fabricated structural metal manufacturing,Total,762.175522956,0.001580297,0.001541775,0.000038522,149.966516630,0.197907798,7.760637088,63.075277250,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,229,Plate work manufacturing,Total,35.842741742,0.000116129,0.000113685,0.000002444,10.272707696,0.024359786,0.406487940,1.971777999,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,230,Metal window and door manufacturing,Total,901.688251815,0.002985664,0.002913744,0.000071920,182.609463063,0.078637758,7.633716120,48.295214045,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,231,Sheet metal work manufacturing,Total,144.726643776,0.000456263,0.000444355,0.000011908,35.336360355,0.031079900,1.389123648,16.923867450,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,232,Ornamental and architectural metal work manufacturing,Total,432.047692616,0.001566387,0.001531516,0.000034871,123.558672125,0.186164021,3.606949736,27.384805011,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,234,Metal tank (heavy gauge) manufacturing,Total,0.659465470,0.000001955,0.000001944,0.000000011,0.168124880,0.000096751,0.005999249,0.061972754,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,235,Metal cans manufacturing,Total,1.011540914,0.000000879,0.000000804,0.000000075,0.159981018,0.000769728,0.006765961,0.196052981,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,236,"Metal barrels, drums and pails manufacturing",Total,5.926458534,0.000013391,0.000013029,0.000000362,1.124968001,0.001129756,0.046375363,0.603069074,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,237,Hardware manufacturing,Total,69.888424428,0.000165410,0.000160407,0.000005002,11.713175051,0.007599495,0.655954012,4.224589777,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,238,Spring and wire product manufacturing,Total,71.145503090,0.000210148,0.000206373,0.000003776,17.133519927,0.018651393,0.585543785,7.269480962,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,239,Machine shops,Total,"2,036.661551433",0.010145134,0.009933497,0.000211637,780.917774136,2.050309266,16.154770791,147.721001857,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,240,"Turned product and screw, nut, and bolt manufacturing",Total,"1,517.853998926",0.005193842,0.005057181,0.000136662,427.240927812,0.989300272,13.063169788,100.147138090,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,241,Metal heat treating,Total,295.472334465,0.001083503,0.001065839,0.000017664,75.708944656,0.049617214,2.415732747,18.991779818,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,242,Metal coating and nonprecious engraving,Total,"1,249.063824325",0.003536562,0.003479414,0.000057148,217.211945788,0.274460291,11.961632180,194.717396400,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,243,"Electroplating, anodizing, and coloring metal",Total,456.021415821,0.002743791,0.002693768,0.000050023,159.336999499,0.176885247,3.914585798,20.859066937,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,244,"Valve and fittings, other than plumbing, manufacturing",Total,"8,544.643124432",0.019921963,0.019501076,0.000420887,"1,989.117691765",2.951016148,74.463340914,"1,038.058342369",MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,245,Plumbing fixture fitting and trim manufacturing,Total,118.777211184,0.000173386,0.000169940,0.000003446,11.018929480,0.007730346,1.432923662,12.751149535,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,247,Small arms ammunition manufacturing,Total,0.247775865,0.000000460,0.000000444,0.000000015,0.045207767,0.000161538,0.014138800,0.049296625,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,249,"Small arms, ordnance, and accessories manufacturing",Total,0.168893862,0.000000328,0.000000328,0.000000000,0.023380706,0.000000000,0.004357337,0.013049962,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,250,Fabricated pipe and pipe fitting manufacturing,Total,357.307939715,0.001128755,0.001107178,0.000021577,102.483972977,0.240715669,3.085916155,43.443967145,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,251,Other fabricated metal manufacturing,Total,129.673199267,0.000409007,0.000396770,0.000012238,34.852071928,0.064907671,1.139913619,10.964591169,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,252,Farm machinery and equipment manufacturing,Total,36.381563647,0.000050491,0.000048209,0.000002282,4.300052705,-0.000038521,0.397127696,5.338801412,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,253,Lawn and garden equipment manufacturing,Total,0.143002310,0.000000243,0.000000243,0.000000000,0.016014318,0.000000000,0.001548219,0.018285857,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,254,Construction machinery manufacturing,Total,22.141195818,0.000031845,0.000031709,0.000000135,2.116762229,-0.000206674,0.292581182,2.265990787,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,255,Mining machinery and equipment manufacturing,Total,51.622761369,0.000123101,0.000115654,0.000007447,11.007431383,-0.002332478,0.499079052,2.081165950,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,257,Semiconductor machinery manufacturing,Total,8.033531955,0.000012531,0.000012531,0.000000000,2.556295501,0.000000000,0.056310192,1.616850243,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,258,Food product machinery manufacturing,Total,1.021937704,0.000003081,0.000002984,0.000000097,0.239006312,-0.000031509,0.006588126,-0.065048141,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,259,"Sawmill, woodworking, and paper machinery",Total,0.102169974,0.000000324,0.000000320,0.000000004,0.029841287,-0.000003348,0.000201390,-0.032402770,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,260,All other industrial machinery manufacturing,Total,24.221004248,0.000071980,0.000070824,0.000001156,6.768220540,-0.000410256,0.234475574,2.683606589,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,261,Commercial and service industry machinery manufacturing,Total,42.766777731,0.000097616,0.000096005,0.000001610,8.568975205,-0.000913952,0.398660883,4.686023925,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,262,Industrial and commercial fan and blower and air purification equipment manufacturing,Total,57.899132397,0.000172868,0.000172868,0.000000000,17.248633322,0.000000000,0.646997285,5.982316118,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,264,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",Total,"2,328.115082323",0.004881240,0.004831053,0.000050187,421.491780812,-0.011258308,27.762608484,295.220790891,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,265,Industrial mold manufacturing,Total,17.077436862,0.000071298,0.000069811,0.000001486,6.670901135,-0.000194577,0.158458595,1.196885897,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,266,"Special tool, die, jig, and fixture manufacturing",Total,74.126248644,0.000301675,0.000294045,0.000007630,29.531747614,-0.002204552,0.693205578,8.140618164,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,267,Cutting tool and machine tool accessory manufacturing,Total,102.489860196,0.000372313,0.000364379,0.000007934,38.580016997,-0.001755076,0.948527225,4.530276410,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,268,Machine tool manufacturing,Total,120.934961879,0.000337620,0.000330928,0.000006692,31.973483929,-0.002135169,1.042724128,15.027233127,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,269,Rolling mill and other metalworking machinery manufacturing,Total,232.196924229,0.000628479,0.000609733,0.000018746,74.041990746,-0.004778997,2.104691234,21.403858818,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,272,Mechanical power transmission equipment manufacturing,Total,18.625777838,0.000058155,0.000056863,0.000001293,4.662720299,-0.000089759,0.173911471,1.927073303,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,273,Other engine equipment manufacturing,Total,48.585997583,0.000047002,0.000047002,0.000000000,4.116807425,0.000000000,0.607813777,2.897104527,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,274,"Measuring, dispensing, and other pumping equipment manufacturing",Total,263.818242793,0.000476392,0.000469936,0.000006457,52.962663102,-0.000856943,2.935770027,37.587578404,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,275,Air and gas compressor manufacturing,Total,14.869434258,0.000031652,0.000030802,0.000000851,3.486166598,-0.000265741,0.152049335,0.858925827,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,276,Elevator and moving stairway manufacturing,Total,0.016035527,0.000000039,0.000000039,0.000000000,0.002552284,0.000000000,0.000167595,0.000700373,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,277,Conveyor and conveying equipment manufacturing,Total,2.446824547,0.000006777,0.000006559,0.000000218,0.865141977,-0.000035073,0.025440122,0.168694617,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,278,"Overhead cranes, hoists, and monorail systems manufacturing",Total,6.778386185,0.000010504,0.000010437,0.000000067,1.178466783,-0.000087603,0.092990664,1.474252013,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,279,"Industrial truck, trailer, and stacker manufacturing",Total,0.546004438,0.000000954,0.000000954,0.000000000,0.106657483,0.000000000,0.005306916,0.071005871,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,280,Power-driven handtool manufacturing,Total,0.520986629,0.000000787,0.000000787,0.000000000,0.066732812,0.000000000,0.006587851,0.093087268,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,281,Welding and soldering equipment manufacturing,Total,286.311877929,0.000530281,0.000525362,0.000004920,63.574196010,-0.002338243,2.671011945,43.376014929,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,282,Packaging machinery manufacturing,Total,3.628311317,0.000008197,0.000007901,0.000000296,0.890527464,-0.000112118,0.034099209,0.388539932,MI-04
