program,project,state,district,industry_code,employment,output
reap,,Kentucky,02,475,0.01,499.33
reap,,Kentucky,02,476,0.01,317.73
reap,,Kentucky,02,477,0.0,252.16
reap,,Kentucky,02,486,0.0,160.81
reap,,Kentucky,02,491,0.02,1972.05
reap,,Kentucky,02,492,0.02,2565.53
reap,,Kentucky,02,493,0.01,603.27
reap,,Kentucky,02,494,0.01,1113.55
reap,,Kentucky,02,495,0.0,127.6
reap,,Kentucky,02,496,0.0,303.74
reap,,Kentucky,02,497,0.01,687.69
reap,,Kentucky,02,498,0.0,354.2
reap,,Kentucky,02,499,0.0,238.32
reap,,Kentucky,02,502,0.0,271.24
reap,,Kentucky,02,504,0.0,105.53
reap,,Kentucky,02,505,0.0,211.12
reap,,Kentucky,02,506,0.0,112.82
reap,,Kentucky,02,508,0.0,273.09
reap,,Kentucky,02,509,0.0,199.85
reap,,Kentucky,02,515,0.0,845.24
reap,,Kentucky,02,516,0.0,1571.86
reap,,Kentucky,02,47,5.56,780156.3
reap,,Kentucky,02,10,0.0,149.93
reap,,Kentucky,02,13,0.0,105.01
reap,,Kentucky,02,20,0.0,602.52
reap,,Kentucky,02,26,0.01,2077.84
reap,,Kentucky,02,35,0.0,460.0
reap,,Kentucky,02,42,0.0,2971.95
reap,,Kentucky,02,43,0.0,345.54
reap,,Kentucky,02,55,0.0,835.71
reap,,Kentucky,02,56,0.0,496.74
reap,,Kentucky,02,83,0.0,132.47
reap,,Kentucky,02,104,0.0,337.22
reap,,Kentucky,02,124,0.0,1149.23
reap,,Kentucky,02,125,0.0,301.75
reap,,Kentucky,02,126,0.0,124.85
reap,,Kentucky,02,127,0.0,105.75
reap,,Kentucky,02,130,0.0,261.33
reap,,Kentucky,02,139,0.0,181.62
reap,,Kentucky,02,144,0.0,214.65
reap,,Kentucky,02,146,0.0,2365.32
reap,,Kentucky,02,147,0.0,239.91
reap,,Kentucky,02,152,0.0,175.11
reap,,Kentucky,02,182,0.0,129.04
reap,,Kentucky,02,185,0.0,192.35
reap,,Kentucky,02,195,0.0,575.28
reap,,Kentucky,02,196,0.01,5179.01
reap,,Kentucky,02,197,0.0,187.86
reap,,Kentucky,02,199,0.0,681.16
reap,,Kentucky,02,203,0.0,120.2
reap,,Kentucky,02,207,0.0,268.05
reap,,Kentucky,02,227,0.0,745.58
reap,,Kentucky,02,228,0.0,302.33
reap,,Kentucky,02,240,0.0,351.82
reap,,Kentucky,02,375,0.0,284.56
reap,,Kentucky,02,376,0.0,702.97
reap,,Kentucky,02,377,0.0,1786.56
reap,,Kentucky,02,378,0.01,2723.18
reap,,Kentucky,02,379,0.02,7261.17
reap,,Kentucky,02,380,0.0,1424.79
reap,,Kentucky,02,381,0.01,1405.41
reap,,Kentucky,02,382,0.0,6619.37
reap,,Kentucky,02,383,0.0,1763.76
reap,,Kentucky,02,384,0.01,500.83
reap,,Kentucky,02,385,0.02,2948.57
reap,,Kentucky,02,386,0.0,449.26
reap,,Kentucky,02,387,0.0,150.37
reap,,Kentucky,02,388,0.07,8446.08
reap,,Kentucky,02,389,0.02,1549.25
reap,,Kentucky,02,390,0.01,1454.05
reap,,Kentucky,02,391,0.01,1087.04
reap,,Kentucky,02,392,0.01,732.58
reap,,Kentucky,02,393,0.01,402.49
reap,,Kentucky,02,394,0.03,2486.92
reap,,Kentucky,02,395,0.02,1006.36
reap,,Kentucky,02,396,0.0,111.92
reap,,Kentucky,02,397,0.0,247.26
reap,,Kentucky,02,398,0.0,200.3
reap,,Kentucky,02,399,0.03,6373.07
reap,,Kentucky,02,400,0.0,179.67
reap,,Kentucky,02,401,0.0,373.76
reap,,Kentucky,02,402,0.0,266.69
reap,,Kentucky,02,403,0.01,500.97
reap,,Kentucky,02,404,0.01,843.16
reap,,Kentucky,02,410,0.0,779.59
reap,,Kentucky,02,411,0.0,186.68
reap,,Kentucky,02,413,0.0,294.73
reap,,Kentucky,02,414,0.0,155.15
reap,,Kentucky,02,415,0.0,1743.9
reap,,Kentucky,02,416,0.0,1708.36
reap,,Kentucky,02,417,0.0,177.75
reap,,Kentucky,02,418,0.0,966.23
reap,,Kentucky,02,420,0.0,121.74
reap,,Kentucky,02,421,0.0,1511.83
reap,,Kentucky,02,422,0.01,693.93
reap,,Kentucky,02,423,0.02,7562.09
reap,,Kentucky,02,424,0.0,751.66
reap,,Kentucky,02,426,0.0,1006.29
reap,,Kentucky,02,427,0.0,665.79
reap,,Kentucky,02,428,0.0,620.91
reap,,Kentucky,02,429,0.03,5628.43
reap,,Kentucky,02,430,0.01,1489.74
reap,,Kentucky,02,431,0.0,16411.53
reap,,Kentucky,02,432,0.0,400.76
reap,,Kentucky,02,433,0.0,427.81
reap,,Kentucky,02,435,0.02,10600.37
reap,,Kentucky,02,436,0.0,490.72
reap,,Kentucky,02,437,0.01,1491.2
reap,,Kentucky,02,438,0.01,941.75
reap,,Kentucky,02,439,0.02,3055.48
reap,,Kentucky,02,441,0.0,123.61
reap,,Kentucky,02,442,0.0,335.93
reap,,Kentucky,02,443,0.0,145.95
reap,,Kentucky,02,444,0.01,697.24
reap,,Kentucky,02,445,0.0,211.8
reap,,Kentucky,02,446,0.0,451.76
reap,,Kentucky,02,447,0.0,320.31
reap,,Kentucky,02,449,0.0,289.43
reap,,Kentucky,02,450,0.0,302.1
reap,,Kentucky,02,451,0.03,6620.72
reap,,Kentucky,02,452,0.0,281.78
reap,,Kentucky,02,454,0.03,2563.81
reap,,Kentucky,02,455,0.0,335.21
reap,,Kentucky,02,457,0.0,256.06
reap,,Kentucky,02,458,0.01,1209.69
reap,,Kentucky,02,459,0.01,633.03
reap,,Kentucky,02,460,0.0,442.46
reap,,Kentucky,02,461,0.0,1224.6
reap,,Kentucky,02,463,0.0,246.47
reap,,Kentucky,02,464,0.0,313.18
reap,,Kentucky,02,465,0.03,3945.08
reap,,Kentucky,02,466,0.01,1059.45
reap,,Kentucky,02,467,0.01,1204.79
reap,,Kentucky,02,468,0.01,1367.74
reap,,Kentucky,02,469,0.0,238.33
reap,,Kentucky,02,470,0.0,425.19
reap,,Kentucky,02,471,0.0,288.74
reap,,Kentucky,02,472,0.05,9575.75
reap,,Kentucky,02,473,0.01,1236.92
reap,,Kentucky,02,474,0.0,416.45
reap,,Kentucky,02,475,0.02,926.24
reap,,Kentucky,02,476,0.01,589.39
reap,,Kentucky,02,477,0.0,467.75
reap,,Kentucky,02,482,0.0,136.38
reap,,Kentucky,02,483,0.0,149.57
reap,,Kentucky,02,485,0.0,163.41
reap,,Kentucky,02,486,0.0,285.73
reap,,Kentucky,02,487,0.0,133.13
reap,,Kentucky,02,491,0.04,3591.94
reap,,Kentucky,02,492,0.04,4714.4
reap,,Kentucky,02,493,0.01,1078.36
reap,,Kentucky,02,494,0.02,2149.29
reap,,Kentucky,02,495,0.0,248.39
reap,,Kentucky,02,496,0.01,815.9
reap,,Kentucky,02,497,0.01,1710.55
reap,,Kentucky,02,498,0.0,844.97
reap,,Kentucky,02,499,0.01,442.27
reap,,Kentucky,02,500,0.0,112.09
reap,,Kentucky,02,501,0.0,123.72
reap,,Kentucky,02,502,0.01,492.09
reap,,Kentucky,02,503,0.0,137.87
reap,,Kentucky,02,504,0.0,195.72
reap,,Kentucky,02,505,0.0,289.58
reap,,Kentucky,02,506,0.0,209.35
reap,,Kentucky,02,507,0.01,137.89
reap,,Kentucky,02,508,0.0,363.06
reap,,Kentucky,02,509,0.0,272.43
reap,,Kentucky,02,515,0.0,1152.57
reap,,Kentucky,02,516,0.01,2594.25
reap,,Kentucky,02,207,0.0,163.24
reap,,Kentucky,02,252,0.03,22458.13
reap,,Kentucky,02,253,0.0,134.82
reap,,Kentucky,02,277,0.0,232.08
reap,,Kentucky,02,278,0.0,286.46
reap,,Kentucky,02,279,0.0,156.65
reap,,Kentucky,02,331,0.0,132.02
reap,,Kentucky,02,335,0.0,111.41
reap,,Kentucky,02,336,0.0,140.8
reap,,Kentucky,02,375,0.0,227.13
reap,,Kentucky,02,378,0.0,790.9
reap,,Kentucky,02,379,0.0,165.18
reap,,Kentucky,02,385,0.0,192.35
reap,,Kentucky,02,399,0.0,267.98
reap,,Kentucky,02,423,0.0,151.79
reap,,Kentucky,02,429,0.0,104.38
reap,,Kentucky,02,431,0.0,158.57
reap,,Kentucky,02,451,0.0,288.19
reap,,Kentucky,02,50,0.7,117426.3
reap,,Kentucky,02,26,0.0,759.03
reap,,Kentucky,02,42,0.0,510.0
reap,,Kentucky,02,55,0.0,142.85
reap,,Kentucky,02,124,0.0,446.61
reap,,Kentucky,02,125,0.0,106.17
reap,,Kentucky,02,129,0.0,153.8
reap,,Kentucky,02,131,0.0,373.24
reap,,Kentucky,02,146,0.0,332.81
reap,,Kentucky,02,194,0.0,140.26
reap,,Kentucky,02,195,0.0,124.74
reap,,Kentucky,02,196,0.0,1180.65
reap,,Kentucky,02,197,0.0,387.71
reap,,Kentucky,02,199,0.0,941.94
reap,,Kentucky,02,203,0.0,134.19
reap,,Kentucky,02,231,0.0,155.33
reap,,Kentucky,02,375,0.0,106.73
reap,,Kentucky,02,376,0.0,100.57
reap,,Kentucky,02,377,0.0,470.77
reap,,Kentucky,02,378,0.0,748.15
reap,,Kentucky,02,379,0.01,1781.61
reap,,Kentucky,02,380,0.0,202.72
reap,,Kentucky,02,381,0.0,196.18
reap,,Kentucky,02,382,0.0,1000.52
reap,,Kentucky,02,383,0.0,324.43
reap,,Kentucky,02,385,0.0,383.66
reap,,Kentucky,02,388,0.0,285.68
reap,,Kentucky,02,389,0.0,194.35
reap,,Kentucky,02,390,0.0,183.24
reap,,Kentucky,02,391,0.0,153.26
reap,,Kentucky,02,394,0.0,297.21
reap,,Kentucky,02,395,0.0,119.64
reap,,Kentucky,02,399,0.01,2128.13
reap,,Kentucky,02,403,0.0,109.35
reap,,Kentucky,02,404,0.0,183.31
reap,,Kentucky,02,415,0.0,248.86
reap,,Kentucky,02,416,0.0,275.18
reap,,Kentucky,02,418,0.0,131.87
reap,,Kentucky,02,421,0.0,227.91
reap,,Kentucky,02,422,0.0,131.96
reap,,Kentucky,02,423,0.0,739.05
reap,,Kentucky,02,424,0.0,100.3
reap,,Kentucky,02,426,0.0,143.31
reap,,Kentucky,02,427,0.0,105.33
reap,,Kentucky,02,429,0.01,1078.6
reap,,Kentucky,02,430,0.0,188.37
reap,,Kentucky,02,431,0.0,2077.36
reap,,Kentucky,02,435,0.0,1112.15
reap,,Kentucky,02,437,0.0,283.63
reap,,Kentucky,02,438,0.0,202.99
reap,,Kentucky,02,439,0.0,455.75
reap,,Kentucky,02,444,0.0,115.7
reap,,Kentucky,02,451,0.0,544.56
reap,,Kentucky,02,454,0.0,215.08
reap,,Kentucky,02,458,0.0,121.74
reap,,Kentucky,02,459,0.0,192.11
reap,,Kentucky,02,461,0.0,174.83
reap,,Kentucky,02,465,0.0,499.26
reap,,Kentucky,02,466,0.0,134.05
reap,,Kentucky,02,467,0.0,152.5
reap,,Kentucky,02,468,0.0,173.1
reap,,Kentucky,02,472,0.01,1211.89
reap,,Kentucky,02,473,0.0,156.46
reap,,Kentucky,02,475,0.0,117.27
reap,,Kentucky,02,491,0.0,463.14
reap,,Kentucky,02,492,0.01,602.52
reap,,Kentucky,02,493,0.0,141.68
reap,,Kentucky,02,494,0.0,261.52
reap,,Kentucky,02,497,0.0,161.51
reap,,Kentucky,02,515,0.0,198.51
reap,,Kentucky,02,516,0.0,369.16
reap,,Kentucky,04,35,0.0,112.56
reap,,Kentucky,04,42,0.0,367.94
reap,,Kentucky,04,55,0.0,183.22
reap,,Kentucky,04,146,0.0,109.59
reap,,Kentucky,04,375,0.0,271.65
reap,,Kentucky,04,376,0.3,81248.1
reap,,Kentucky,04,377,0.0,501.21
reap,,Kentucky,04,378,0.0,136.33
reap,,Kentucky,04,379,0.0,174.3
reap,,Kentucky,04,380,0.0,711.76
reap,,Kentucky,04,381,0.0,347.36
reap,,Kentucky,04,382,0.0,158.62
reap,,Kentucky,04,383,0.0,428.85
reap,,Kentucky,04,384,0.0,330.65
reap,,Kentucky,04,385,0.0,315.81
reap,,Kentucky,04,388,0.0,111.32
reap,,Kentucky,04,389,0.0,249.85
reap,,Kentucky,04,390,0.0,167.89
reap,,Kentucky,04,391,0.0,121.27
reap,,Kentucky,04,392,0.0,143.71
reap,,Kentucky,04,394,0.0,246.53
reap,,Kentucky,04,395,0.0,106.27
reap,,Kentucky,04,396,0.0,384.79
reap,,Kentucky,04,399,0.0,494.02
reap,,Kentucky,04,402,0.01,522.1
reap,,Kentucky,04,403,0.02,1689.35
reap,,Kentucky,04,404,0.02,1408.73
reap,,Kentucky,04,410,0.0,369.42
reap,,Kentucky,04,415,0.0,278.42
reap,,Kentucky,04,416,0.0,366.07
reap,,Kentucky,04,418,0.0,321.22
reap,,Kentucky,04,420,0.0,140.11
reap,,Kentucky,04,421,0.0,454.77
reap,,Kentucky,04,422,0.0,421.39
reap,,Kentucky,04,423,0.0,1202.9
reap,,Kentucky,04,424,0.0,254.36
reap,,Kentucky,04,426,0.0,748.38
reap,,Kentucky,04,427,0.0,623.03
reap,,Kentucky,04,429,0.01,1975.79
reap,,Kentucky,04,430,0.0,198.69
reap,,Kentucky,04,431,0.0,1945.75
reap,,Kentucky,04,432,0.0,212.25
reap,,Kentucky,04,435,0.0,126.75
reap,,Kentucky,04,436,0.0,506.81
reap,,Kentucky,04,437,0.0,652.6
reap,,Kentucky,04,438,0.01,743.58
reap,,Kentucky,04,440,0.0,137.34
reap,,Kentucky,04,442,0.0,290.14
reap,,Kentucky,04,443,0.0,315.78
reap,,Kentucky,04,444,0.01,933.02
reap,,Kentucky,04,445,0.0,153.82
reap,,Kentucky,04,446,0.0,175.13
reap,,Kentucky,04,447,0.0,237.78
reap,,Kentucky,04,450,0.0,251.74
reap,,Kentucky,04,451,0.01,3469.31
reap,,Kentucky,04,452,0.0,237.85
reap,,Kentucky,04,454,0.02,1679.1
reap,,Kentucky,04,455,0.01,453.25
reap,,Kentucky,04,457,0.0,198.46
reap,,Kentucky,04,458,0.0,312.21
reap,,Kentucky,04,459,0.0,216.22
reap,,Kentucky,04,460,0.0,478.92
reap,,Kentucky,04,461,0.0,147.85
reap,,Kentucky,04,465,0.0,590.49
reap,,Kentucky,04,466,0.0,130.23
reap,,Kentucky,04,467,0.0,134.94
reap,,Kentucky,04,468,0.0,156.59
reap,,Kentucky,04,472,0.01,1018.17
reap,,Kentucky,04,473,0.0,157.01
reap,,Kentucky,04,491,0.01,696.12
reap,,Kentucky,04,492,0.01,709.77
reap,,Kentucky,04,493,0.0,239.75
reap,,Kentucky,04,494,0.0,216.44
reap,,Kentucky,04,496,0.0,180.9
reap,,Kentucky,04,502,0.0,102.64
reap,,Kentucky,04,508,0.0,429.41
reap,,Kentucky,04,516,0.0,310.7
reap,,Kentucky,04,50,1.6,302538.0
reap,,Kentucky,04,26,0.0,958.47
reap,,Kentucky,04,27,0.0,120.24
reap,,Kentucky,04,35,0.0,405.02
reap,,Kentucky,04,42,0.0,1323.95
reap,,Kentucky,04,55,0.0,418.3
reap,,Kentucky,04,56,0.0,235.83
reap,,Kentucky,04,124,0.0,352.01
reap,,Kentucky,04,129,0.0,200.77
reap,,Kentucky,04,131,0.0,134.4
reap,,Kentucky,04,146,0.0,1052.23
reap,,Kentucky,04,147,0.0,211.34
reap,,Kentucky,04,182,0.0,187.09
reap,,Kentucky,04,185,0.0,113.62
reap,,Kentucky,04,190,0.0,342.68
reap,,Kentucky,04,194,0.0,123.61
reap,,Kentucky,04,196,0.0,1843.73
reap,,Kentucky,04,197,0.0,126.64
reap,,Kentucky,04,199,0.0,657.38
reap,,Kentucky,04,201,0.0,165.47
reap,,Kentucky,04,228,0.0,197.56
reap,,Kentucky,04,232,0.0,124.55
reap,,Kentucky,04,375,0.0,605.2
reap,,Kentucky,04,376,0.0,633.15
reap,,Kentucky,04,377,0.0,3000.53
reap,,Kentucky,04,378,0.01,2777.96
reap,,Kentucky,04,379,0.02,7876.7
reap,,Kentucky,04,380,0.0,526.17
reap,,Kentucky,04,381,0.0,531.78
reap,,Kentucky,04,382,0.0,2064.69
reap,,Kentucky,04,383,0.0,1728.46
reap,,Kentucky,04,384,0.0,274.22
reap,,Kentucky,04,385,0.01,1178.21
reap,,Kentucky,04,386,0.0,256.98
reap,,Kentucky,04,388,0.01,746.37
reap,,Kentucky,04,389,0.01,887.37
reap,,Kentucky,04,390,0.0,594.59
reap,,Kentucky,04,391,0.0,477.84
reap,,Kentucky,04,392,0.0,510.3
reap,,Kentucky,04,393,0.0,191.66
reap,,Kentucky,04,394,0.01,885.04
reap,,Kentucky,04,395,0.01,366.96
reap,,Kentucky,04,396,0.0,779.04
reap,,Kentucky,04,397,0.0,380.9
reap,,Kentucky,04,398,0.0,171.55
reap,,Kentucky,04,399,0.03,5744.29
reap,,Kentucky,04,400,0.0,141.89
reap,,Kentucky,04,402,0.01,613.08
reap,,Kentucky,04,403,0.01,801.45
reap,,Kentucky,04,404,0.01,633.3
reap,,Kentucky,04,410,0.0,507.09
reap,,Kentucky,04,411,0.0,116.04
reap,,Kentucky,04,415,0.0,751.21
reap,,Kentucky,04,416,0.0,923.37
reap,,Kentucky,04,417,0.0,135.19
reap,,Kentucky,04,418,0.0,616.96
reap,,Kentucky,04,420,0.0,125.31
reap,,Kentucky,04,421,0.0,463.87
reap,,Kentucky,04,422,0.01,968.42
reap,,Kentucky,04,423,0.01,2036.38
reap,,Kentucky,04,424,0.0,764.24
reap,,Kentucky,04,426,0.0,780.48
reap,,Kentucky,04,427,0.0,728.39
reap,,Kentucky,04,428,0.0,303.55
reap,,Kentucky,04,429,0.02,3498.81
reap,,Kentucky,04,430,0.0,680.05
reap,,Kentucky,04,431,0.0,7008.12
reap,,Kentucky,04,432,0.0,449.59
reap,,Kentucky,04,433,0.0,199.24
reap,,Kentucky,04,435,0.0,2771.68
reap,,Kentucky,04,436,0.0,321.36
reap,,Kentucky,04,437,0.01,994.21
reap,,Kentucky,04,438,0.01,989.53
reap,,Kentucky,04,439,0.01,1772.63
reap,,Kentucky,04,440,0.0,149.26
reap,,Kentucky,04,442,0.0,305.27
reap,,Kentucky,04,443,0.0,299.33
reap,,Kentucky,04,444,0.0,605.23
reap,,Kentucky,04,445,0.0,125.55
reap,,Kentucky,04,446,0.0,399.77
reap,,Kentucky,04,447,0.0,170.18
reap,,Kentucky,04,449,0.0,127.54
reap,,Kentucky,04,450,0.0,290.65
reap,,Kentucky,04,451,0.01,2341.21
reap,,Kentucky,04,452,0.0,338.6
reap,,Kentucky,04,454,0.01,1382.59
reap,,Kentucky,04,455,0.0,257.54
reap,,Kentucky,04,457,0.0,219.54
reap,,Kentucky,04,458,0.0,430.23
reap,,Kentucky,04,459,0.01,688.43
reap,,Kentucky,04,460,0.0,397.57
reap,,Kentucky,04,461,0.0,562.21
reap,,Kentucky,04,463,0.0,255.13
reap,,Kentucky,04,464,0.0,182.17
reap,,Kentucky,04,465,0.01,2106.9
reap,,Kentucky,04,466,0.0,460.05
reap,,Kentucky,04,467,0.0,486.72
reap,,Kentucky,04,468,0.0,560.85
reap,,Kentucky,04,469,0.0,205.92
reap,,Kentucky,04,470,0.0,156.47
reap,,Kentucky,04,472,0.02,3633.69
reap,,Kentucky,04,473,0.01,541.62
reap,,Kentucky,04,474,0.0,104.22
reap,,Kentucky,04,475,0.01,269.55
reap,,Kentucky,04,476,0.0,257.34
reap,,Kentucky,04,477,0.0,158.6
reap,,Kentucky,04,482,0.0,117.61
reap,,Kentucky,04,485,0.0,171.27
reap,,Kentucky,04,486,0.0,118.09
reap,,Kentucky,04,491,0.02,1802.64
reap,,Kentucky,04,492,0.02,1979.03
reap,,Kentucky,04,493,0.01,633.04
reap,,Kentucky,04,494,0.01,844.39
reap,,Kentucky,04,496,0.0,248.67
reap,,Kentucky,04,497,0.0,414.42
reap,,Kentucky,04,498,0.0,297.89
reap,,Kentucky,04,499,0.0,194.44
reap,,Kentucky,04,502,0.0,239.49
reap,,Kentucky,04,503,0.0,237.02
reap,,Kentucky,04,504,0.0,225.24
reap,,Kentucky,04,505,0.0,107.44
reap,,Kentucky,04,508,0.0,199.81
reap,,Kentucky,04,516,0.0,866.35
reap,,Kentucky,04,47,2.07,337940.4
reap,,Kentucky,04,26,0.0,434.3
reap,,Kentucky,04,35,0.0,405.8
reap,,Kentucky,04,42,0.0,1326.71
reap,,Kentucky,04,43,0.0,101.13
reap,,Kentucky,04,55,0.0,436.99
reap,,Kentucky,04,56,0.0,302.22
reap,,Kentucky,04,124,0.0,163.14
reap,,Kentucky,04,146,0.0,1232.72
reap,,Kentucky,04,150,0.0,100.94
reap,,Kentucky,04,190,0.0,148.04
reap,,Kentucky,04,196,0.0,1338.37
reap,,Kentucky,04,227,0.0,225.45
reap,,Kentucky,04,228,0.0,160.4
reap,,Kentucky,04,240,0.0,307.04
reap,,Kentucky,04,375,0.0,306.13
reap,,Kentucky,04,376,0.0,731.11
reap,,Kentucky,04,377,0.0,1933.92
reap,,Kentucky,04,378,0.01,1702.13
reap,,Kentucky,04,379,0.01,5419.84
reap,,Kentucky,04,380,0.0,606.1
reap,,Kentucky,04,381,0.0,626.7
reap,,Kentucky,04,382,0.0,2261.0
reap,,Kentucky,04,383,0.0,1619.7
reap,,Kentucky,04,384,0.0,329.4
reap,,Kentucky,04,385,0.01,1489.49
reap,,Kentucky,04,386,0.0,347.02
reap,,Kentucky,04,387,0.0,108.58
reap,,Kentucky,04,388,0.03,3305.47
reap,,Kentucky,04,389,0.01,1149.16
reap,,Kentucky,04,390,0.01,767.45
reap,,Kentucky,04,391,0.0,558.13
reap,,Kentucky,04,392,0.01,656.76
reap,,Kentucky,04,393,0.0,258.81
reap,,Kentucky,04,394,0.01,1190.35
reap,,Kentucky,04,395,0.01,495.62
reap,,Kentucky,04,396,0.0,836.82
reap,,Kentucky,04,397,0.0,230.53
reap,,Kentucky,04,398,0.0,135.49
reap,,Kentucky,04,399,0.01,2976.18
reap,,Kentucky,04,400,0.0,120.01
reap,,Kentucky,04,402,0.0,446.67
reap,,Kentucky,04,403,0.01,614.65
reap,,Kentucky,04,404,0.01,553.84
reap,,Kentucky,04,410,0.0,687.3
reap,,Kentucky,04,411,0.0,141.96
reap,,Kentucky,04,415,0.0,873.76
reap,,Kentucky,04,416,0.0,963.62
reap,,Kentucky,04,417,0.0,136.53
reap,,Kentucky,04,418,0.0,765.75
reap,,Kentucky,04,420,0.0,128.22
reap,,Kentucky,04,421,0.0,503.29
reap,,Kentucky,04,422,0.01,945.6
reap,,Kentucky,04,423,0.01,3276.63
reap,,Kentucky,04,424,0.0,955.63
reap,,Kentucky,04,425,0.0,122.67
reap,,Kentucky,04,426,0.0,891.44
reap,,Kentucky,04,427,0.0,800.25
reap,,Kentucky,04,428,0.0,390.09
reap,,Kentucky,04,429,0.02,3191.02
reap,,Kentucky,04,430,0.0,874.13
reap,,Kentucky,04,431,0.0,9020.19
reap,,Kentucky,04,432,0.0,518.09
reap,,Kentucky,04,433,0.0,269.5
reap,,Kentucky,04,435,0.01,4329.97
reap,,Kentucky,04,436,0.0,543.59
reap,,Kentucky,04,437,0.0,911.18
reap,,Kentucky,04,438,0.01,812.69
reap,,Kentucky,04,439,0.01,1965.45
reap,,Kentucky,04,440,0.0,150.24
reap,,Kentucky,04,442,0.0,346.18
reap,,Kentucky,04,443,0.0,341.17
reap,,Kentucky,04,444,0.0,610.01
reap,,Kentucky,04,445,0.0,115.18
reap,,Kentucky,04,446,0.0,521.7
reap,,Kentucky,04,447,0.0,155.98
reap,,Kentucky,04,449,0.0,164.05
reap,,Kentucky,04,450,0.0,350.13
reap,,Kentucky,04,451,0.02,4342.43
reap,,Kentucky,04,452,0.0,299.96
reap,,Kentucky,04,454,0.02,2337.29
reap,,Kentucky,04,455,0.0,204.71
reap,,Kentucky,04,457,0.0,157.8
reap,,Kentucky,04,458,0.01,652.62
reap,,Kentucky,04,459,0.0,417.91
reap,,Kentucky,04,460,0.0,353.53
reap,,Kentucky,04,461,0.0,650.49
reap,,Kentucky,04,463,0.01,327.92
reap,,Kentucky,04,464,0.0,234.43
reap,,Kentucky,04,465,0.01,2711.15
reap,,Kentucky,04,466,0.0,591.84
reap,,Kentucky,04,467,0.01,626.49
reap,,Kentucky,04,468,0.0,721.77
reap,,Kentucky,04,469,0.0,265.05
reap,,Kentucky,04,470,0.0,201.32
reap,,Kentucky,04,471,0.0,106.81
reap,,Kentucky,04,472,0.02,4675.85
reap,,Kentucky,04,473,0.01,696.35
reap,,Kentucky,04,474,0.0,134.0
reap,,Kentucky,04,475,0.01,347.06
reap,,Kentucky,04,476,0.0,331.31
reap,,Kentucky,04,477,0.0,204.19
reap,,Kentucky,04,482,0.0,146.58
reap,,Kentucky,04,485,0.0,220.23
reap,,Kentucky,04,486,0.0,147.31
reap,,Kentucky,04,487,0.0,114.65
reap,,Kentucky,04,491,0.02,2277.41
reap,,Kentucky,04,492,0.02,2521.73
reap,,Kentucky,04,493,0.01,782.94
reap,,Kentucky,04,494,0.01,1117.69
reap,,Kentucky,04,495,0.0,123.14
reap,,Kentucky,04,496,0.0,439.32
reap,,Kentucky,04,497,0.01,706.08
reap,,Kentucky,04,498,0.0,469.69
reap,,Kentucky,04,499,0.0,250.21
reap,,Kentucky,04,502,0.0,299.34
reap,,Kentucky,04,503,0.0,305.15
reap,,Kentucky,04,504,0.0,289.97
reap,,Kentucky,04,505,0.0,108.9
reap,,Kentucky,04,506,0.0,110.86
reap,,Kentucky,04,508,0.0,180.96
reap,,Kentucky,04,516,0.0,1042.56
reap,,Kentucky,04,50,0.17,31356.3
reap,,Kentucky,04,42,0.0,137.22
reap,,Kentucky,04,146,0.0,109.06
reap,,Kentucky,04,196,0.0,191.09
reap,,Kentucky,04,377,0.0,310.99
reap,,Kentucky,04,378,0.0,287.92
reap,,Kentucky,04,379,0.0,816.37
reap,,Kentucky,04,382,0.0,213.99
reap,,Kentucky,04,383,0.0,179.14
reap,,Kentucky,04,385,0.0,122.12
reap,,Kentucky,04,399,0.0,595.36
reap,,Kentucky,04,422,0.0,100.37
reap,,Kentucky,04,423,0.0,211.06
reap,,Kentucky,04,429,0.0,362.63
reap,,Kentucky,04,431,0.0,726.35
reap,,Kentucky,04,435,0.0,287.27
reap,,Kentucky,04,437,0.0,103.04
reap,,Kentucky,04,438,0.0,102.56
reap,,Kentucky,04,439,0.0,183.72
reap,,Kentucky,04,451,0.0,242.65
reap,,Kentucky,04,454,0.0,143.3
reap,,Kentucky,04,465,0.0,218.37
reap,,Kentucky,04,472,0.0,376.61
reap,,Kentucky,04,491,0.0,186.83
reap,,Kentucky,04,492,0.0,205.11
reap,,Kentucky,05,42,0.0,311.79
reap,,Kentucky,05,146,0.0,146.13
reap,,Kentucky,05,375,0.0,106.59
reap,,Kentucky,05,376,0.17,37392.99
reap,,Kentucky,05,380,0.0,141.22
reap,,Kentucky,05,381,0.0,207.19
reap,,Kentucky,05,383,0.0,132.93
reap,,Kentucky,05,385,0.0,158.51
reap,,Kentucky,05,389,0.0,110.85
reap,,Kentucky,05,394,0.0,133.62
reap,,Kentucky,05,399,0.0,320.63
reap,,Kentucky,05,402,0.0,127.34
reap,,Kentucky,05,403,0.02,711.4
reap,,Kentucky,05,404,0.01,635.7
reap,,Kentucky,05,413,0.0,175.71
reap,,Kentucky,05,415,0.0,184.96
reap,,Kentucky,05,416,0.0,160.19
reap,,Kentucky,05,418,0.0,169.96
reap,,Kentucky,05,421,0.0,369.89
reap,,Kentucky,05,423,0.0,675.97
reap,,Kentucky,05,426,0.0,227.07
reap,,Kentucky,05,427,0.0,210.88
reap,,Kentucky,05,429,0.0,708.03
reap,,Kentucky,05,431,0.0,851.24
